Date,MXBR,MXCA,MXCH,MXFR,MXGB,MXIN,MXJP,MXZA,TAMSCI,MXEG,BBDXY
2009-03-06,2102.9618,919.5826,574.1741,107.6605,1999.1336,7.2479,5.0361,66.939,6.4758,177.5623,1135.44
2009-03-13,2277.9269,1022.2338,610.2244,116.6547,2111.803,7.7242,5.0689,75.665,6.8147,182.0616,1120.8
2009-03-20,2406.7237,1074.0694,656.0685,126.3271,2244.2051,8.0989,5.4871,81.7008,6.9907,196.7493,1081.56
2009-03-27,2486.8542,1117.4964,658.552,125.785,2250.9547,9.065,5.8541,82.2545,7.569,210.017,1093.19
2009-04-03,2691.8836,1159.0544,688.4061,132.9279,2419.5453,9.4002,5.8109,88.7043,7.8531,213.6931,1079.71
2009-04-17,2766.9154,1227.1115,690.58,134.9436,2456.8284,10.1407,5.9652,88.1356,8.0048,246.8351,1088.64
2009-04-24,2793.5356,1244.6848,701.0417,138.5669,2482.4435,10.4464,5.9854,90.0093,8.1514,244.7589,1078.73
2009-05-01,2855.5685,1263.4462,722.2091,140.5358,2570.1443,10.4192,5.973,92.2168,8.5565,254.0574,1078.16
2009-05-08,3207.3793,1404.8723,761.7259,151.816,2750.3137,11.0561,6.3665,99.3155,9.4408,268.3507,1050.52
2009-05-15,3063.1512,1316.7411,752.4769,145.5757,2692.8986,11.3387,6.4996,95.2937,9.215,278.6083,1056.24
2009-05-22,3257.2433,1412.2313,784.4918,154.6788,2843.5233,13.6247,6.4743,103.765,9.6285,285.7992,1024.43
2009-05-29,3500.0961,1510.226,787.5298,158.5316,2920.4198,14.2747,6.5606,108.0163,9.8549,281.4528,1015.19
2009-06-05,3509.7681,1513.5357,785.372,160.742,2921.7629,14.7995,6.5099,107.7975,9.6668,306.8404,1032.2
2009-06-12,3581.218,1511.4332,806.7614,160.4884,3008.1454,14.8162,6.7419,106.8202,9.1472,304.5419,1026.29
2009-06-19,3385.8103,1441.4071,788.2911,154.9606,2944.1276,13.9579,6.645,103.872,8.8033,302.8796,1026.11
2009-06-26,3385.7102,1439.171,781.3383,152.3278,2884.6028,14.1907,6.7614,106.863,9.1377,272.2156,1022.63
2009-07-10,3120.8458,1335.0053,759.9307,144.3456,2749.4117,12.7646,6.5432,102.818,9.5746,272.1437,1029.22
2009-07-17,3420.9848,1481.1799,816.3983,157.2544,2950.4431,14.1013,6.4906,110.3703,9.8378,284.9312,1018.04
2009-07-24,3609.607,1574.6998,844.051,165.4971,3093.8554,14.8931,6.7495,115.8806,10.0374,299.443,1009.2
2009-07-31,3662.5855,1597.5275,874.7381,169.2578,3167.1594,15.1726,7.0134,114.9821,10.2506,312.0019,1003.43
2009-08-07,3864.3948,1598.1885,875.0144,172.8186,3261.3132,14.7921,6.8526,116.1463,9.9868,329.341,1010.43
2009-08-14,3825.9325,1572.261,879.673,172.1504,3226.5924,14.958,7.1679,113.8087,10.2283,327.1269,1008.54
2009-08-21,3886.8405,1590.2821,913.4009,178.8747,3317.3258,14.6537,6.976,119.2847,9.6819,320.5021,1001.35
2009-08-28,3797.0093,1600.1041,923.3522,183.5145,3318.0896,15.3201,7.2118,121.9852,9.9813,339.3716,1005.55
2009-09-04,3778.3683,1617.3281,908.27,178.6798,3299.1555,15.0882,7.0072,122.4464,10.4919,334.7151,1003.08
2009-09-11,3996.2023,1662.7428,945.9244,189.3004,3468.6094,15.7055,7.3175,129.3071,10.8423,340.0327,986.83
2009-09-18,4170.6878,1699.1406,969.2602,195.9596,3494.6574,16.2641,7.1862,131.1827,11.1563,348.259,985.97
2009-09-25,4144.4143,1633.1149,955.0287,191.037,3368.9205,16.2853,7.2094,127.9249,10.8725,356.7463,990.29
2009-10-02,4272.7138,1606.2929,935.149,185.4575,3294.0024,16.8255,6.8363,121.1841,11.0382,347.7076,991.68
2009-10-09,4581.2921,1737.9186,959.7427,194.8102,3401.9869,16.9733,7.0279,129.3187,11.2211,342.8423,980.29
2009-10-16,4783.1887,1758.4994,980.6778,198.3634,3523.731,17.6964,6.9771,131.7588,11.4099,363.9424,971.33
2009-10-23,4721.6159,1714.4169,995.8322,199.1102,3554.7346,17.183,6.8958,132.5841,11.241,366.5828,972.31
2009-10-30,4410.3638,1595.0717,963.3364,185.0507,3445.8733,16.0296,6.9847,122.329,10.7832,360.1798,980.57
2009-11-06,4676.4581,1655.5928,972.9307,191.5291,3553.1187,16.3797,6.8333,125.0708,10.9647,340.1687,974.71
2009-11-13,4707.9299,1721.9831,989.4614,197.94,3684.7813,17.328,6.8165,129.9419,11.3792,347.5491,965.75
2009-11-20,4763.5323,1712.2983,969.7424,193.1571,3613.1196,17.4256,6.6465,126.7171,11.3005,318.8398,971.11
2009-11-27,4796.3672,1708.3952,988.8242,194.2255,3611.0193,17.0144,6.5843,129.3207,11.0386,329.5262,963.15
2009-12-04,4883.5983,1732.3734,1007.1265,199.5922,3667.9526,17.7551,6.989,131.3699,11.3076,332.124,970.82
2009-12-11,4861.7318,1709.9139,974.4112,193.9714,3568.5393,17.6509,7.0483,130.2023,11.4582,323.991,977.42
2009-12-18,4609.5046,1701.8587,973.3503,189.9871,3494.3597,17.173,6.9797,130.0056,11.3441,336.331,989.94
2010-01-08,4994.0816,1832.1551,1017.1968,203.4214,3698.3937,18.4379,7.2247,137.7437,12.3593,336.0351,983.77
2010-01-15,4807.3342,1790.3126,1011.8025,199.186,3700.3006,18.6525,7.5792,134.3282,12.4822,349.6813,980.18
2010-01-22,4514.267,1693.3249,984.7581,189.6439,3573.9258,17.6358,7.4346,128.1259,11.7062,358.3111,992.78
2010-01-29,4321.4828,1642.9816,956.6836,182.5654,3470.8671,17.0309,7.0728,128.409,11.3683,347.7214,1004.92
2010-02-05,4143.6956,1651.4308,915.5288,171.1517,3307.9498,16.2621,7.0858,120.8634,10.7493,364.4487,1014.12
2010-02-12,4368.5062,1720.1877,936.3202,172.7927,3376.5968,16.7894,7.0458,124.3762,11.0322,363.5888,1011.17
2010-02-19,4590.0887,1777.706,975.3676,180.035,3474.8026,16.9177,6.869,128.2704,11.0322,360.021,1013.39
2010-02-26,4530.0463,1742.9809,978.1519,177.9296,3425.9871,17.2638,7.1395,128.2304,10.9509,352.7814,1010.76
2010-03-05,4770.0696,1841.0084,1011.7247,187.4288,3555.2718,18.087,7.1485,136.878,11.3322,356.0398,1009.55
2010-03-12,4841.4299,1868.7939,1024.2291,190.2292,3588.4093,18.2852,7.3551,138.7174,11.5199,358.0647,1002.38
2010-03-19,4726.3205,1864.0718,1030.3893,187.4957,3575.6352,18.6781,7.4586,143.367,11.6997,351.2623,1009.92
2010-03-26,4656.2355,1842.343,1020.7111,188.2987,3574.1324,18.8601,7.4192,139.6035,11.5977,357.1669,1019.19
2010-04-09,4969.3937,1921.1232,1032.8829,192.2633,3735.4384,19.56,7.5859,147.9878,12.0276,386.6227,1007.33
2010-04-16,4885.4894,1886.2615,1039.7952,190.0986,3728.4695,19.2257,7.6737,142.544,12.0901,405.1448,1006.43
2010-04-23,4867.4635,1934.4102,1017.2838,186.9376,3704.3505,19.2467,7.3937,141.3575,11.9795,397.7499,1011.3
2010-04-30,4817.5941,1904.5511,989.11,179.6951,3580.5952,19.2143,7.4837,143.3837,11.9918,395.1559,1016.43
2010-05-07,4220.1484,1780.0607,902.4899,155.2462,3202.9096,17.7626,7.2456,129.3049,11.202,375.6877,1044.09
2010-05-14,4379.7473,1849.1231,922.5529,159.9768,3246.6961,18.211,7.234,135.7752,11.4851,364.3462,1055.8
2010-05-21,3989.0185,1728.878,874.6113,156.6298,3094.5333,16.8687,6.9728,123.3708,10.5647,337.1536,1059.03
2010-05-28,4188.5432,1763.6623,885.2077,158.1991,3183.68,17.6157,6.8964,134.2639,10.6765,331.8975,1068.16
2010-06-04,4160.2767,1746.823,879.1303,152.2563,3157.1338,17.6031,6.9036,128.2009,10.6798,340.0872,1082.23
2010-06-11,4335.2245,1789.4959,902.3921,157.1876,3183.5758,17.5768,6.7227,129.164,10.5405,324.0002,1071.08
2010-06-18,4454.6485,1851.1574,940.5948,167.1113,3300.9982,18.3444,6.9236,137.9218,10.9036,332.8137,1051.42
2010-06-25,4416.1219,1792.7415,929.3104,159.7051,3212.7545,18.3689,6.8873,133.6117,10.8471,327.9485,1047.88
2010-07-02,4240.0036,1672.0293,910.2604,154.7355,3122.7445,18.0245,6.7188,127.8745,10.5356,313.9965,1046.46
2010-07-09,4423.23,1784.4148,952.2985,165.2243,3285.2502,18.4143,6.9128,134.722,11.2488,314.8772,1037.66
2010-07-16,4284.963,1749.0065,955.1491,166.4745,3354.3361,18.5326,6.9006,136.4708,11.3228,316.6873,1028.56
2010-07-23,4602.6803,1793.0961,958.3145,170.6959,3478.7324,18.5959,6.8614,142.9733,11.4954,315.7219,1023.94
2010-07-30,4687.5512,1813.6211,972.1051,174.642,3512.0183,18.542,6.9994,145.0587,11.6526,330.7471,1014.14
2010-08-06,4734.5251,1823.4343,990.6523,180.6997,3627.2363,18.9072,7.2012,145.4701,12.0079,337.0157,1001.73
2010-08-13,4571.5285,1759.7871,971.6443,169.5126,3514.9757,18.6634,6.8739,141.5283,11.8491,332.0679,1025.66
2010-08-20,4604.9563,1773.8327,971.9274,164.7923,3451.8179,18.9861,6.9057,139.3153,11.8878,334.4204,1026.02
2010-08-27,4560.2264,1786.5182,978.2427,164.7061,3452.7842,18.3974,6.8438,138.9989,11.6076,339.6903,1026.64
2010-09-03,4729.7428,1858.2502,1021.3252,174.4405,3583.6739,18.7632,6.9542,147.4588,11.7892,342.0561,1016.68
2010-09-10,4718.8599,1854.3869,1027.7822,174.8929,3619.7265,19.3674,7.0574,148.3938,11.9203,340.3362,1020.76
2010-09-17,4752.5915,1875.9414,1024.5499,179.335,3686.65,20.465,7.0925,151.2288,12.4188,342.9534,1010.09
2010-09-24,4831.8579,1887.1238,1048.2659,187.9833,3792.0109,21.1527,7.0981,155.7928,12.5253,351.7151,989.01
2010-10-01,5097.0871,1923.2161,1043.5053,187.6823,3788.5831,21.9633,7.1647,161.4635,12.8152,346.5102,977.36
2010-10-08,5150.8888,1967.171,1074.8024,193.7101,3864.1929,21.9016,7.3921,163.9089,12.8106,360.6864,967.37
2010-10-15,5265.7558,1979.5765,1092.1227,198.5617,3913.5577,21.9622,7.3569,166.7461,12.8548,359.2984,964.17
2010-10-22,5017.5415,1948.3901,1074.2802,199.3075,3858.6535,21.7365,7.3251,163.2243,12.7218,351.5304,970.5
2010-10-29,5091.4961,1975.8662,1069.1011,197.3513,3897.7867,21.6261,7.2924,163.7966,13.0592,344.76,966.02
2010-11-05,5303.6985,2047.4567,1118.4903,204.032,4087.3337,22.7372,7.4392,172.9651,13.6094,351.1586,957.14
2010-11-12,5039.6025,1998.7574,1080.2138,194.7119,4013.6974,21.6457,7.431,170.7812,13.3,348.6674,972.28
2010-11-19,5066.1782,2015.1021,1073.0921,195.7079,3933.0857,20.6607,7.5443,168.0096,13.2733,351.3591,976.67
2010-11-26,4876.1375,2002.0719,1052.311,184.2318,3803.366,19.8315,7.4682,162.8394,13.2291,349.6942,996.28
2010-12-03,5075.9386,2073.9173,1074.8838,187.6504,3886.3979,20.9943,7.7005,171.2443,13.8262,340.3776,981.65
2010-12-10,4910.0696,2078.2579,1082.859,190.5559,3947.5821,20.5543,7.6447,171.6653,14.0739,349.8635,990.26
2010-12-17,4926.3633,2068.2807,1095.0253,190.2849,3907.8147,20.7653,7.7407,172.0981,14.3485,351.6893,993.41
2010-12-31,5196.4783,2149.9229,1121.611,190.3888,3953.1711,21.7608,7.9985,183.4639,14.9174,364.2569,975.49
2011-01-07,5169.8451,2121.1683,1092.6506,187.2065,4000.069,20.6377,8.0728,175.3481,14.4969,367.0356,993.37
2011-01-14,5247.2382,2165.1443,1104.2801,198.3062,4101.6178,19.7484,8.0993,175.2201,15.0216,365.3135,977.29
2011-01-21,5136.1358,2120.8942,1111.8476,202.9753,4059.1813,19.8423,7.9525,168.3627,14.9462,340.9065,970.22
2011-01-28,4960.0978,2143.4372,1125.755,202.981,4016.7301,19.0185,8.0827,162.2408,15.3981,288.326,971.21
2011-02-04,4896.7224,2220.2113,1117.9237,204.8016,4165.8054,18.6964,8.1889,165.4407,15.3981,288.326,966.36
2011-02-11,4947.0533,2218.0082,1110.2256,206.516,4199.7597,18.3002,8.1809,163.0816,14.2645,287.2622,972.56
2011-02-18,5118.8072,2289.0879,1152.4193,211.3401,4274.2818,19.0107,8.4594,166.9885,14.6051,287.3526,964.5
2011-02-25,5081.1439,2290.7806,1150.8308,208.6558,4185.4685,18.4526,8.3212,167.8056,14.0213,287.0305,959.91
2011-03-04,5219.7868,2344.4587,1160.2547,209.7112,4218.473,19.4142,8.3856,172.1025,14.5928,286.4322,952.87
2011-03-11,5042.255,2245.5146,1125.3153,203.4861,4065.1188,19.0242,8.0748,169.7512,14.0099,285.6313,954.91
2011-03-18,5013.6843,2241.7125,1114.4509,201.532,4036.9671,18.8176,7.4497,162.5655,13.7269,286.0067,948.1
2011-03-25,5159.5576,2288.5903,1137.4718,208.6891,4111.4791,19.9823,7.5904,172.4204,14.1472,251.8295,950.85
2011-04-01,5404.8096,2345.4856,1145.4417,215.0394,4211.699,20.6558,7.4563,183.1301,14.4064,279.612,947.46
2011-04-08,5463.9712,2371.055,1167.2278,218.3816,4306.4373,20.9616,7.3254,185.6524,14.8477,280.9627,938.77
2011-04-15,5312.9419,2291.9794,1177.9502,214.0641,4257.4912,20.6695,7.3612,176.1509,14.4573,274.6689,935.6
2011-04-29,5305.2991,2348.7829,1253.5097,228.0399,4400.1773,20.429,7.639,188.927,15.258,260.6387,914.4
2011-05-06,5090.2626,2242.009,1234.6725,220.0204,4271.2992,19.5401,7.7557,179.0917,15.1103,257.5807,930.99
2011-05-13,4882.3061,2201.3124,1217.8421,214.4291,4191.7382,19.5107,7.5837,168.8597,15.2027,261.864,940.87
2011-05-20,4910.4983,2244.0695,1232.9663,215.8366,4227.4214,19.2404,7.3895,172.1189,14.8618,272.698,939.45
2011-05-27,5077.5816,2258.7494,1258.771,216.6497,4285.4577,19.1659,7.4396,174.7544,14.7376,283.0466,932.36
2011-06-03,5129.196,2214.7911,1273.3604,218.8585,4221.4598,19.4648,7.4041,177.9584,15.2542,278.6971,922.76
2011-06-10,4961.0385,2140.7892,1219.8939,210.9893,4111.7432,19.4482,7.3957,172.6182,14.8082,286.8636,934
2011-06-17,4869.555,2088.6882,1200.1373,210.633,4054.8667,18.9095,7.3017,170.3345,14.302,286.046,934.44
2011-06-24,4891.4496,2095.0975,1187.2445,206.8674,3997.652,19.1706,7.5229,166.7446,14.1683,282.6207,940.12
2011-07-01,5206.7882,2215.1314,1216.9603,223.9591,4227.629,19.9076,7.6704,177.3264,14.6505,276.4026,925.86
2011-07-08,5038.8043,2230.3485,1216.8432,215.5759,4217.0914,20.1418,7.8774,177.0981,14.7272,276.9707,931.15
2011-07-15,4856.2154,2230.4632,1203.3666,203.9927,4141.6844,19.7757,7.8856,176.0957,14.432,262.6395,929.31
2011-07-22,4974.1721,2274.7051,1221.8856,213.3639,4249.9834,20.0017,8.0327,176.6545,14.8953,264.3272,919.95
2011-07-29,4898.8106,2161.5839,1213.528,204.6939,4198.4899,19.4535,7.9034,174.8137,14.6749,258.9041,915.52
2011-08-05,4346.8237,1989.5952,1114.0269,180.8893,3788.4393,18.2897,7.3966,162.9505,13.3442,257.9615,926.3
2011-08-12,4276.5332,2028.6769,1123.0714,177.8185,3824.1042,17.5256,7.2128,159.7849,13.0664,237.3596,929.41
2011-08-19,4246.8355,1945.4307,1066.2025,168.8833,3688.9621,16.5902,7.0937,159.1495,12.5422,246.9862,924.52
2011-08-26,4269.3581,2004.3932,1086.9936,173.8208,3710.3548,16.0959,7.1044,159.4103,12.8164,243.8474,923.74
2011-09-02,4464.2512,2052.4347,1124.5475,174.3062,3797.2101,17.2988,7.2254,168.7222,13.3866,242.1294,929.61
2011-09-09,4297.3706,1988.8114,1013.4744,159.4005,3668.8293,17.1067,7.0259,164.6596,12.9995,247.3869,955.75
2011-09-16,4322.9834,1998.4358,1029.5945,163.3826,3758.4401,16.987,7.1836,163.4083,12.8664,228.3103,953.09
2011-09-23,3706.276,1779.9307,964.553,148.3899,3472.8135,15.5505,7.0073,142.2233,11.6483,227.9512,977.43
2011-09-30,3739.6023,1799.8672,1008.0948,156.5164,3562.0888,15.9439,7.1455,146.2271,11.9538,219.2599,986.17
2011-10-07,3843.8238,1797.1708,1007.1725,161.3763,3661.7219,15.692,7.0027,147.6451,11.9101,211.2154,982.97
2011-10-14,4146.8788,1916.0258,1061.6748,173.4179,3832.5181,16.5441,7.0337,153.0709,12.2259,222.6777,959.75
2011-10-21,4065.6645,1904.0914,1072.4104,171.205,3881.801,15.9328,7.0902,150.9934,12.0454,227.7587,957.54
2011-10-28,4523.6728,2031.148,1121.5233,184.6014,4081.6975,17.3703,7.4225,164.9995,12.816,232.5801,939.41
2011-11-04,4362.4454,1959.8087,1058.1954,168.2717,3948.1398,17.0329,6.9981,158.621,12.7239,238.4135,963.19
2011-11-11,4372.2897,1947.8278,1036.6393,168.9837,3965.0532,16.3263,6.8608,159.8061,12.3126,236.52,962.54
2011-11-18,4174.9972,1860.4749,1011.3681,158.0904,3775.6635,15.0952,6.7916,151.7899,12.0518,222.2147,975.93
2011-11-25,3832.8627,1750.0506,957.6907,147.7858,3557.0283,14.2046,6.595,143.423,11.2558,203.5126,995.73
2011-12-02,4263.2023,1905.8515,1026.1003,165.3592,3864.6625,15.5083,6.9444,159.0876,12.0208,218.9976,978.95
2011-12-09,4253.279,1895.7316,1034.0319,165.1316,3862.5127,14.7637,6.8989,158.7053,11.5959,211.0645,979.18
2011-12-16,4030.1615,1796.8048,1006.0103,151.1323,3730.1914,13.9714,6.7448,149.0524,11.3427,208.1352,995.6
2011-12-23,4140.938,1881.1988,1035.9192,158.527,3847.2588,14.0255,6.7048,155.2873,11.9709,193.1025,992.2
2011-12-30,4075.1058,1892.8453,1041.0689,160.2677,3861.1414,13.6702,6.8662,156.4176,11.9084,193.2049,993.39
2012-01-06,4197.9823,1912.8086,1034.0449,156.1818,3893.0644,14.1553,6.8662,157.2435,12.0342,193.809,1000.16
2012-01-13,4361.2304,1925.3526,1035.854,158.6579,3850.2205,14.848,6.9277,157.1673,12.2955,201.7074,999.82
2012-01-20,4628.8097,1972.4115,1080.1143,168.2255,3977.1612,15.773,7.1254,165.1938,12.3355,206.1416,985.32
2012-01-27,4697.6065,2007.817,1087.5624,171.4426,4024.3884,16.5432,7.198,169.17,12.3355,238.7106,970.51
2012-02-03,4868.7146,2043.1981,1105.4296,176.5808,4167.3938,17.1713,7.2047,176.2815,13.2189,246.8149,968.5
2012-02-10,4781.5004,1996.4269,1103.992,174.677,4117.8133,17.1333,7.2913,170.4558,13.4048,256.3382,973.68
2012-02-17,4923.0968,2019.3038,1120.9123,177.4854,4193.5811,17.7744,7.4405,170.8551,13.474,267.1008,975.91
2012-02-24,4957.7745,2057.9283,1142.7027,183.2572,4227.4127,17.4427,7.5238,176.4294,13.5588,275.7283,970.95
2012-03-02,5050.165,2067.718,1120.5815,181.6352,4213.1211,17.0918,7.4968,178.9874,13.8768,287.7911,977.68
2012-03-09,4828.8101,2040.6023,1127.4295,179.8753,4157.6044,16.8843,7.5028,177.5668,13.6585,290.5737,983.15
2012-03-16,4841.8558,2040.5976,1158.6426,186.0561,4256.7385,16.7034,7.6103,176.4445,13.7136,279.1822,983.15
2012-03-23,4701.8271,2022.2944,1148.7492,181.8737,4193.4834,16.2183,7.5462,172.3021,13.7974,278.8906,980.18
2012-03-30,4637.8444,2015.1471,1156.5501,180.4458,4168.0765,16.411,7.6217,174.6956,13.6403,272.9405,978.6
2012-04-13,4465.7989,1957.9767,1106.4962,165.6802,4051.4144,15.9136,7.4218,167.6569,13.4231,261.3859,986.16
2012-04-20,4413.755,1991.7107,1147.1471,167.3562,4207.402,15.9538,7.3242,172.6509,12.9458,259.6214,980.47
2012-04-27,4356.6608,2029.7804,1142.2538,172.4345,4250.8236,15.5083,7.3515,173.7346,13.0187,271.8329,973.46
2012-05-04,4196.9282,1936.7885,1115.1425,165.7914,4138.041,15.0055,7.2544,173.6736,13.3496,273.1224,981.92
2012-05-11,4058.1494,1903.2489,1084.6972,163.8534,4077.1386,14.4881,6.9777,166.9367,12.7625,276.3498,992.02
2012-05-18,3699.8588,1792.7138,1037.7803,154.8157,3789.4271,14.0805,6.7426,158.4304,12.2477,270.556,1002.64
2012-05-25,3717.3613,1825.452,1031.3134,154.4057,3813.4101,13.9719,6.6657,158.2428,12.0706,275.1411,1016.43
2012-06-01,3645.3118,1776.3968,1004.5264,148.2288,3684.0842,13.7393,6.6621,156.2926,11.9737,259.188,1021.58
2012-06-08,3695.8976,1810.1501,1029.7331,155.2059,3836.1825,14.3318,6.6375,161.1811,11.7849,250.899,1015.66
2012-06-15,3760.1116,1834.263,1048.366,158.781,3918.8776,14.5182,6.7867,163.8312,12.0805,247.9362,1005.58
2012-06-22,3712.0977,1817.4688,1054.8466,158.4106,3933.0777,14.1227,6.8575,163.1044,12.1681,224.7904,1012.92
2012-06-29,3768.8134,1862.9245,1075.9716,165.0059,3998.7515,14.9293,7.0912,164.1444,12.3635,259.988,1002.86
2012-07-06,3811.5012,1871.064,1064.4595,159.3204,4013.3439,14.9911,7.1239,165.7476,12.5668,275.1646,1015.9
2012-07-13,3757.1479,1855.1575,1059.4896,159.2254,4034.2218,14.9343,6.909,163.4507,12.072,267.8984,1014.96
2012-07-20,3769.4994,1877.2363,1071.7058,159.4169,4045.8264,14.8044,6.8655,164.6923,12.2679,280.9589,1014.57
2012-07-27,3925.7661,1911.7706,1100.5466,165.7457,4055.2219,14.4831,6.7892,170.7713,12.2079,272.7978,1007.13
2012-08-03,3907.7492,1908.6815,1118.1404,170.3653,4150.2565,14.8079,6.7718,175.5531,12.4086,286.2862,1003.45
2012-08-10,4053.0864,1959.4492,1115.9145,172.0868,4216.4427,15.1896,7.0202,175.8849,12.9075,284.2224,1003.45
2012-08-17,4024.9703,2000.1745,1124.9484,175.0124,4236.3932,15.2223,7.0845,170.2908,12.9105,295.4267,1005.95
2012-08-24,3950.4901,1991.9304,1135.5743,175.373,4217.9989,15.3747,7.0809,170.6068,12.9699,296.94,998.56
2012-08-31,3838.0356,1985.8667,1124.7623,174.8346,4177.8266,15.0066,6.8708,168.6971,12.8843,302.2503,994.89
2012-09-07,3931.3674,2060.2502,1163.9666,183.5031,4286.7963,15.3315,6.939,174.5297,13.0476,314.7803,984.53
2012-09-14,4165.0128,2123.1405,1194.0247,191.663,4437.1813,16.3358,7.1384,175.5407,13.8227,320.3093,970.37
2012-09-21,4080.9201,2083.4683,1193.3428,187.7382,4392.4569,16.8715,7.1347,176.5779,13.839,326.5031,975.67
2012-09-28,3945.7906,2059.8114,1164.4878,177.8612,4282.9195,17.1013,7.0262,174.3868,13.7911,329.6369,980.84
2012-10-05,3974.541,2094.5209,1209.8965,185.461,4384.3569,17.5751,6.9631,165.6208,13.798,323.3514,977.42
2012-10-12,3960.7595,2050.7404,1199.4755,180.4029,4301.9246,16.9833,6.8191,166.5256,13.3209,324.5402,978.94
2012-10-19,3984.2516,2063.0732,1223.6972,187.1979,4360.8972,16.5664,7.0783,169.4513,13.2737,327.4479,980.42
2012-10-26,3941.4961,2034.0657,1188.2531,182.4758,4321.146,16.5732,6.9083,169.9949,12.8418,325.5187,984.09
2012-11-02,3984.771,2056.536,1201.0789,183.9195,4351.118,16.7136,6.9443,171.2636,13.0359,312.4193,988.99
2012-11-09,3872.4254,2013.8475,1192.3531,178.9806,4249.0994,16.4665,6.8324,173.22,13.279,316.3459,992.88
2012-11-16,3734.7416,1960.2433,1158.3868,175.042,4124.8791,16.0834,6.8762,167.4608,12.9166,319.8547,995.59
2012-11-23,3838.9412,2037.6329,1221.079,188.1681,4335.9869,16.1679,7.0208,168.9303,13.3581,308.2082,986.64
2012-11-30,3793.3304,2044.6173,1240.158,190.175,4371.4122,17.2232,7.0653,169.0473,13.87,271.8352,985.94
2012-12-07,3878.9915,2037.3048,1250.0603,191.8341,4410.3779,17.3389,7.1491,175.093,13.985,273.4471,987.07
2012-12-14,3976.4062,2068.0289,1268.1338,197.0331,4454.4049,17.2188,7.1615,177.8223,14.0721,287.7244,980.16
2012-12-21,4069.0576,2073.9223,1266.0036,198.017,4465.9534,16.963,7.39,181.9132,13.6722,301.8304,983.56
2012-12-28,4090.6395,2058.7328,1260.0151,196.6542,4454.8084,17.2183,7.4782,186.833,13.9946,299.1397,986.98
2013-01-04,4226.1087,2116.1269,1285.054,199.8611,4547.7215,17.5381,7.5431,187.7364,14.207,306.3593,991.73
2013-01-11,4166.2701,2134.7179,1328.4788,203.2602,4599.2954,17.41,7.5528,182.3033,14.2451,302.9238,984.89
2013-01-18,4191.6118,2134.6339,1331.2599,204.7449,4547.8405,18.0159,7.5916,177.5238,14.0991,297.0311,990.63
2013-01-25,4189.3175,2120.4146,1353.0875,208.7471,4621.7394,17.9839,7.5458,177.3474,13.8113,296.3169,991.86
2013-02-01,4243.8093,2131.3739,1381.0321,212.0434,4648.6065,18.0393,7.6307,178.0691,14.0049,287.9327,989.23
2013-02-08,4155.7973,2127.318,1355.9266,201.0867,4609.2111,17.6248,7.7436,179.5795,14.1444,291.49,998.23
2013-02-15,4165.4946,2100.5093,1368.4038,201.9956,4590.45,17.3219,7.5785,178.7056,14.1444,290.7737,1001.51
2013-02-22,4070.0807,2073.7823,1368.3355,202.1871,4522.6377,17.2556,7.732,174.3311,14.1982,287.61,1009.67
2013-03-01,4081.0175,2077.8123,1366.3802,199.592,4489.1073,16.6342,7.8757,172.7925,14.2158,280.2171,1018.85
2013-03-08,4267.8948,2087.7315,1383.7929,205.8148,4536.4672,17.5205,7.9953,174.7985,14.2792,272.9728,1024.38
2013-03-15,4145.4467,2104.6757,1423.769,207.1037,4597.6593,17.3926,8.2669,170.7608,14.0999,261.6855,1016.74
2013-03-22,3974.8728,2084.9094,1396.9436,202.4627,4569.3271,16.634,8.2395,166.8888,13.7544,262.7392,1016.56
2013-04-05,4005.1803,2022.7994,1391.8607,197.289,4500.2564,16.324,8.3174,164.7372,14.035,254.3651,1019.18
2013-04-12,4060.8678,2033.6916,1420.3446,202.1306,4607.3357,16.2393,8.8367,169.0339,13.7971,264.1221,1015.79
2013-04-19,3964.8274,1961.8035,1397.9588,197.1994,4504.3629,17.0538,8.6215,163.0532,14.0856,264.8838,1023.38
2013-04-26,3986.1682,2005.951,1426.8374,205.2509,4682.2278,17.0959,8.9838,166.8708,14.3646,263.4463,1018.05
2013-05-03,4086.6585,2062.9505,1454.5418,212.8239,4779.5928,17.6412,8.8878,174.2754,14.6148,265.1831,1014.12
2013-05-10,4100.5653,2084.4231,1464.6608,214.2528,4797.7365,17.6364,9.0138,172.8181,14.8276,270.502,1027.06
2013-05-17,4078.201,2061.2236,1456.5614,215.0547,4820.56,17.8644,9.2446,170.4344,14.7858,271.0218,1042.73
2013-05-24,4078.7443,2057.9737,1453.7621,214.864,4753.5519,17.1619,8.9874,164.2879,14.4912,265.8397,1038.2
2013-05-31,3835.9226,2055.4712,1420.7426,215.5677,4720.124,16.9222,8.544,159.8039,14.5178,271.9321,1037.73
2013-06-07,3697.5257,2034.4151,1427.594,215.8221,4710.7997,16.4802,8.2551,154.707,14.305,254.5117,1020.69
2013-06-14,3529.3071,2017.6602,1420.107,213.8894,4691.1987,16.1055,8.5262,153.3091,13.9708,237.7398,1009.45
2013-06-21,3231.3638,1940.1992,1366.0616,202.9953,4475.0217,15.3435,8.5393,145.7979,13.5319,235.3072,1034.79
2013-06-28,3355.6879,1950.3107,1393.0863,205.3268,4476.1325,15.7845,8.6855,157.1417,14.2023,236.7971,1040.55
